Subject	Trial	Event Type	Code	trial_boolean(num)	condition_code(num)	condition_label(str)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
15434	165	Picture	trial_start	trial_start			2744367	0	1	667	7	0	next	other	0
15434	165	Picture	18; 10; UN_0; pictures//target//belt.jpg	18	10	 UN_0	2745034	667	7	25334	7	580	next	miss	0
15434	165	Sound	18; 0; UN_0; sounds//stream.wav	18	0	 UN_0	2745037	670	2			670		hit	324
15434	165	Response	11				2758847	14479	1						
15434	167	Picture	trial_start	trial_start			2775534	0	1	2667	7	0	next	other	0
15434	167	Sound	19; 25; UN_200; sounds//summer.wav	19	25	 UN_200	2776204	670	2			670		hit	328
15434	167	Picture	19; 20; UN_200; pictures//target//eggplant.jpg	19	20	 UN_200	2778201	2667	7	24667	7	2580	next	miss	0
15434	167	Response	11				2789267	13733	1						
15434	169	Picture	trial_start	trial_start			2808035	0	1	667	7	0	next	other	0
15434	169	Picture	20; 50; No; pictures//nontarget//fox.jpeg	20	50	 No	2808701	667	7	25334	7	580	next	miss	0
15434	169	Sound	20; 0; No; sounds//empty.wav	20	0	 No	2808705	670	2			670		hit	332
15434	169	Response	21				2823135	15100	1						
15434	171	Picture	trial_start	trial_start			2839202	0	1	667	7	0	next	other	0
15434	171	Picture	21; 30; P; pictures//target//doughnut.jpeg	21	30	 P	2839868	667	7	24834	7	580	next	miss	0
15434	171	Sound	21; 0; P; sounds//donor.wav	21	0	 P	2839872	670	2			670		hit	336
15434	171	Response	11				2854784	15583	1						
15434	173	Picture	trial_start	trial_start			2869869	0	1	2667	7	0	next	other	0
15434	173	Sound	22; 45; C; sounds//slope.wav	22	45	 C	2870539	670	2			670		hit	340
15434	173	Picture	22; 40; C; pictures//nontarget//ramp.jpeg	22	40	 C	2872536	2667	7	23834	7	2580	next	miss	0
15434	173	Response	21				2890984	21115	1						
15434	175	Picture	trial_start	trial_start			2901536	0	1	667	7	0	next	other	0
15434	175	Picture	23; 30; P; pictures//nontarget//candy.jpg	23	30	 P	2902203	667	7	24834	7	580	next	miss	0
15434	175	Sound	23; 0; P; sounds//candor.wav	23	0	 P	2902206	670	2			670		hit	344
15434	175	Response	21				2920276	18740	1						
15434	177	Picture	trial_start	trial_start			2932203	0	1	667	7	0	next	other	0
15434	177	Picture	24; 10; UN_0; pictures//nontarget//rainbow.jpg	24	10	 UN_0	2932870	667	7	24834	7	580	next	miss	0
15434	177	Sound	24; 0; UN_0; sounds//exam.wav	24	0	 UN_0	2932873	670	2			670		hit	348
15434	177	Response	21				2947635	15432	1						
15434	179	Picture	trial_start	trial_start			2962870	0	1	667	7	0	next	other	0
15434	179	Picture	25; 10; UN_0; pictures//target//plate.jpg	25	10	 UN_0	2963537	667	7	24834	7	580	next	miss	0
15434	179	Sound	25; 0; UN_0; sounds//charity.wav	25	0	 UN_0	2963540	670	2			670		hit	352
15434	179	Response	11				2980013	17143	1						
15434	181	Picture	trial_start	trial_start			2993537	0	1	667	7	0	next	other	0
15434	181	Picture	26; 50; No; pictures//target//suit.jpeg	26	50	 No	2994204	667	7	24834	7	580	next	miss	0
15434	181	Sound	26; 0; No; sounds//empty.wav	26	0	 No	2994207	670	2			670		hit	356
15434	181	Response	11				3003522	9985	1						
15434	183	Picture	trial_start	trial_start			3024204	0	1	667	7	0	next	other	0
15434	183	Picture	27; 50; No; pictures//nontarget//submarine.jpeg	27	50	 No	3024871	667	7	25834	7	580	next	miss	0
15434	183	Sound	27; 0; No; sounds//empty.wav	27	0	 No	3024874	670	2			670		hit	360
15434	183	Response	21				3043682	19478	1						
15434	185	Picture	trial_start	trial_start			3055871	0	1	2667	7	0	next	other	0
15434	185	Sound	28; 45; C; sounds//glider.wav	28	45	 C	3056541	670	2			670		hit	364
15434	185	Picture	28; 40; C; pictures//target//kite.jpg	28	40	 C	3058538	2667	7	22834	7	2580	next	miss	0
15434	185	Response	11				3073202	17330	1						
15434	187	Picture	trial_start	trial_start			3086538	0	1	2667	7	0	next	other	0
15434	187	Sound	29; 45; C; sounds//wasp.wav	29	45	 C	3087208	670	2			670		hit	368
15434	187	Picture	29; 40; C; pictures//nontarget//moth.png	29	40	 C	3089205	2667	7	24000	7	2580	next	miss	0
15434	187	Response	21				3100813	14275	1						
15434	189	Picture	trial_start	trial_start			3118372	0	1	2667	7	0	next	other	0
15434	189	Sound	30; 25; UN_200; sounds//scene.wav	30	25	 UN_200	3119042	670	2			670		miss	0
15434	189	Picture	30; 20; UN_200; pictures//target//Toilet.jpg	30	20	 UN_200	3121039	2667	7	22500	13	2580	next	miss	0
15434	190	Picture	0;222;blockend	0	222	blockend	3143539	0	7	333	13	0	next	other	0
15434	191	Picture	0;111;blockstart	0	111	blockstart	3143872	0	7	167	7	0	next	other	0
15434	192	Picture	block_tar_pic	block_tar_pic			3144039	0	1	50501	1	0	next	other	0
15434	192	Sound	block_tar_sound	block_tar_sound			3144046	6	1			0		other	0
15434	192	Response	1				3148940	4901	1						
15434	194	Picture	trial_start	trial_start			3199707	0	1	2667	7	0	next	other	0
15434	194	Sound	1; 25; UN_200; sounds//committee.wav	1	25	 UN_200	3200377	670	2			670		hit	380
15434	194	Picture	1; 20; UN_200; pictures//nontarget//lettuce.jpg	1	20	 UN_200	3202373	2667	7	24334	7	2580	next	miss	0
15434	194	Response	21				3219070	19363	1						
15434	196	Picture	trial_start	trial_start			3231874	0	1	667	7	0	next	other	0
15434	196	Picture	2; 30; P; pictures//target//seaweed.png	2	30	 P	3232540	667	7	24834	7	580	next	miss	0
15434	196	Sound	2; 0; P; sounds//sequel.wav	2	0	 P	3232544	670	2			670		miss	0
15434	197	Response	2				3257489	115	1						
15434	198	Picture	trial_start	trial_start			3262541	0	1	2667	7	0	next	other	0
15434	198	Sound	3; 45; C; sounds//cherry.wav	3	45	 C	3263211	670	2			670		hit	388
15434	198	Picture	3; 40; C; pictures//nontarget//grape.png	3	40	 C	3265207	2667	7	22834	7	2580	next	miss	0
15434	198	Response	21				3279958	17417	1						
15434	200	Picture	trial_start	trial_start			3293208	0	1	667	7	0	next	other	0
15434	200	Picture	4; 50; No; pictures//target//bird.jpeg	4	50	 No	3293875	667	7	25000	7	580	next	miss	0
15434	200	Sound	4; 0; No; sounds//empty.wav	4	0	 No	3293878	670	2			670		hit	392
15434	200	Response	11				3308968	15760	1						
15434	202	Picture	trial_start	trial_start			3324042	0	1	2667	7	0	next	other	0
15434	202	Sound	5; 45; C; sounds//axe.wav	5	45	 C	3324712	670	2			670		hit	396
15434	202	Picture	5; 40; C; pictures//target//sword.png	5	40	 C	3326708	2667	7	23167	7	2580	next	miss	0
15434	202	Response	11				3338509	14467	1						
15434	204	Picture	trial_start	trial_start			3355042	0	1	667	7	0	next	other	0
15434	204	Picture	6; 30; P; pictures//nontarget//pasta.jpg	6	30	 P	3355709	667	7	24833	7	580	next	miss	0
15434	204	Sound	6; 0; P; sounds//part.wav	6	0	 P	3355712	670	1			670		hit	400
15434	204	Response	21				3375227	20185	1						
15434	206	Picture	trial_start	trial_start			3385709	0	1	2667	7	0	next	other	0
15434	206	Sound	7; 25; UN_200; sounds//rocket.wav	7	25	 UN_200	3386379	670	2			670		hit	404
15434	206	Picture	7; 20; UN_200; pictures//nontarget//flag.jpg	7	20	 UN_200	3388376	2667	7	22834	7	2580	next	miss	0
15434	206	Response	21				3407996	22286	1						
15434	208	Picture	trial_start	trial_start			3416376	0	1	2667	7	0	next	other	0
15434	208	Sound	8; 45; C; sounds//magician.wav	8	45	 C	3417046	670	2			670		miss	0
15434	208	Picture	8; 40; C; pictures//target//wizard.jpg	8	40	 C	3419043	2667	7	23000	7	2580	next	miss	0
15434	209	Response	2				3442147	104	1						
15434	210	Picture	trial_start	trial_start			3447210	0	1	667	7	0	next	other	0
15434	210	Picture	9; 50; No; pictures//target//beard.jpeg	9	50	 No	3447877	667	7	24834	7	580	next	miss	0
15434	210	Sound	9; 0; No; sounds//empty.wav	9	0	 No	3447880	670	2			670		hit	412
15434	210	Response	11				3463505	16295	1						
15434	212	Picture	trial_start	trial_start			3477877	0	1	2667	7	0	next	other	0
15434	212	Sound	10; 45; C; sounds//fork.wav	10	45	 C	3478547	670	1			670		hit	416
15434	212	Picture	10; 40; C; pictures//nontarget//knife.png	10	40	 C	3480544	2667	7	23334	7	2580	next	miss	0
15434	212	Response	21				3497176	19299	1						
15434	214	Picture	trial_start	trial_start			3509044	0	1	667	7	0	next	other	0
15434	214	Picture	11; 10; UN_0; pictures//target//pyramid.jpg	11	10	 UN_0	3509711	667	7	24834	7	580	next	miss	0
15434	214	Sound	11; 0; UN_0; sounds//humor.wav	11	0	 UN_0	3509714	670	2			670		hit	420
15434	214	Response	11				3522736	13691	1						
15434	216	Picture	trial_start	trial_start			3539711	0	1	667	7	0	next	other	0
15434	216	Picture	12; 10; UN_0; pictures//target//lid.jpg	12	10	 UN_0	3540378	667	7	26167	7	580	next	miss	0
15434	216	Sound	12; 0; UN_0; sounds//failure.wav	12	0	 UN_0	3540381	670	2			670		miss	0
15434	218	Picture	trial_start	trial_start			3571712	0	1	2667	7	0	next	other	0
15434	218	Sound	13; 25; UN_200; sounds//lobby.wav	13	25	 UN_200	3572382	670	2			670		hit	426
15434	218	Response	21				3573995	2283	1						
15434	218	Picture	13; 20; UN_200; pictures//nontarget//fish.jpg	13	20	 UN_200	3574378	2667	7	23000	7	2580	next	hit	428
15434	218	Response	21				3592214	20503	1						
15434	220	Picture	trial_start	trial_start			3602545	0	1	667	7	0	next	other	0
15434	220	Picture	14; 10; UN_0; pictures//nontarget//straw.jpg	14	10	 UN_0	3603212	667	7	24834	7	580	next	miss	0
15434	220	Sound	14; 0; UN_0; sounds//yacht.wav	14	0	 UN_0	3603216	670	2			670		hit	432
15434	220	Response	21				3615335	12790	1						
15434	222	Picture	trial_start	trial_start			3633212	0	1	667	7	0	next	other	0
15434	222	Picture	15; 30; P; pictures//target//mermaid.png	15	30	 P	3633879	667	7	24834	7	580	next	miss	0
15434	222	Sound	15; 0; P; sounds//mercy.wav	15	0	 P	3633883	670	2			670		incorrect	436
15434	222	Response	2				3649903	16691	1						
15434	224	Picture	trial_start	trial_start			3663880	0	1	667	7	0	next	other	0
15434	224	Picture	16; 10; UN_0; pictures//nontarget//chimney.jpg	16	10	 UN_0	3664546	667	7	24834	7	580	next	miss	0
15434	224	Sound	16; 0; UN_0; sounds//crisis.wav	16	0	 UN_0	3664550	670	2			670		hit	440
15434	224	Response	21				3684662	20783	1						
15434	226	Picture	trial_start	trial_start			3694547	0	1	667	7	0	next	other	0
15434	226	Picture	17; 50; No; pictures//target//hand.jpeg	17	50	 No	3695213	667	7	25334	7	580	next	miss	0
15434	226	Sound	17; 0; No; sounds//empty.wav	17	0	 No	3695217	670	2			670		hit	444
15434	226	Response	11				3712483	17936	1						
15434	228	Picture	trial_start	trial_start			3725714	0	1	2667	7	0	next	other	0
15434	228	Sound	18; 25; UN_200; sounds//stranger.wav	18	25	 UN_200	3726384	670	2			670		hit	448
15434	228	Picture	18; 20; UN_200; pictures//target//clipboard.jpg	18	20	 UN_200	3728380	2667	7	23000	7	2580	next	miss	0
15434	228	Response	11				3746262	20548	1						
15434	230	Picture	trial_start	trial_start			3756547	0	1	2667	7	0	next	other	0
15434	230	Sound	19; 45; C; sounds//underwear.wav	19	45	 C	3757217	670	2			670		hit	452
15434	230	Picture	19; 40; C; pictures//nontarget//pajama.png	19	40	 C	3759214	2667	7	22834	7	2580	next	miss	0
15434	230	Response	21				3777532	20985	1						
15434	232	Picture	trial_start	trial_start			3787215	0	1	667	7	0	next	other	0
15434	232	Picture	20; 50; No; pictures//nontarget//hairdryer.jpeg	20	50	 No	3787881	667	7	25667	7	580	next	miss	0
15434	232	Sound	20; 0; No; sounds//empty.wav	20	0	 No	3787885	670	2			670		hit	456
15434	232	Response	21				3807353	20139	1						
15434	234	Picture	trial_start	trial_start			3818715	0	1	667	7	0	next	other	0
15434	234	Picture	21; 10; UN_0; pictures//target//bed.jpg	21	10	 UN_0	3819382	667	7	24834	7	580	next	miss	0
15434	234	Sound	21; 0; UN_0; sounds//relief.wav	21	0	 UN_0	3819385	670	1			670		hit	460
15434	234	Response	11				3832762	14047	1						
15434	236	Picture	trial_start	trial_start			3849382	0	1	667	7	0	next	other	0
15434	236	Picture	22; 10; UN_0; pictures//nontarget//tag.jpg	22	10	 UN_0	3850049	667	7	25334	7	580	next	miss	0
15434	236	Sound	22; 0; UN_0; sounds//river.wav	22	0	 UN_0	3850052	670	2			670		miss	0
15434	237	Response	2				3880031	4648	1						
15434	238	Picture	trial_start	trial_start			3880549	0	1	667	7	0	next	other	0
15434	238	Picture	23; 30; P; pictures//target//diamond.jpg	23	30	 P	3881216	667	7	25000	7	580	next	miss	0
15434	238	Sound	23; 0; P; sounds//diagram.wav	23	0	 P	3881219	670	2			670		hit	468
15434	238	Response	11				3904302	23753	1						
15434	240	Picture	trial_start	trial_start			3911383	0	1	667	7	0	next	other	0
15434	240	Picture	24; 30; P; pictures//nontarget//starfish.jpg	24	30	 P	3912050	667	7	26000	7	580	next	miss	0
15434	240	Sound	24; 0; P; sounds//starter.wav	24	0	 P	3912053	670	2			670		hit	472
15434	240	Response	21				3922100	10717	2						
15434	242	Picture	trial_start	trial_start			3943216	0	1	2667	7	0	next	other	0
15434	242	Sound	25; 25; UN_200; sounds//problem.wav	25	25	 UN_200	3943886	670	1			670		hit	476
15434	242	Picture	25; 20; UN_200; pictures//target//salad.jpg	25	20	 UN_200	3945883	2667	7	23334	7	2580	next	miss	0
15434	242	Response	11				3963621	20405	1						
15434	244	Picture	trial_start	trial_start			3974384	0	1	667	7	0	next	other	0
15434	244	Picture	26; 50; No; pictures//nontarget//boot.jpeg	26	50	 No	3975050	667	7	25000	7	580	next	miss	0
15434	244	Sound	26; 0; No; sounds//empty.wav	26	0	 No	3975054	670	2			670		miss	0
15434	246	Picture	trial_start	trial_start			4005218	0	1	667	7	0	next	other	0
15434	246	Picture	27; 30; P; pictures//nontarget//octopus.jpg	27	30	 P	4005884	667	7	24834	7	580	next	miss	0
15434	246	Sound	27; 0; P; sounds//oxygen.wav	27	0	 P	4005888	670	1			670		hit	483
15434	246	Response	21				4023159	17941	1						
15434	248	Picture	trial_start	trial_start			4035885	0	1	2667	7	0	next	other	0
15434	248	Sound	28; 45; C; sounds//sidewalk.wav	28	45	 C	4036555	670	1			670		hit	487
15434	248	Picture	28; 40; C; pictures//target//road.jpg	28	40	 C	4038551	2667	7	22834	7	2580	next	miss	0
15434	248	Response	11				4053469	17584	1						
15434	250	Picture	trial_start	trial_start			4066552	0	1	667	7	0	next	other	0
15434	250	Picture	29; 50; No; pictures//nontarget//sausage.jpeg	29	50	 No	4067218	667	7	25167	7	580	next	miss	0
15434	250	Sound	29; 0; No; sounds//empty.wav	29	0	 No	4067222	670	2			670		hit	491
15434	250	Response	21				4080889	14338	1						
15434	252	Picture	trial_start	trial_start			4097552	0	1	2667	7	0	next	other	0
15434	252	Sound	30; 25; UN_200; sounds//power.wav	30	25	 UN_200	4098222	670	2			670		miss	0
15434	252	Picture	30; 20; UN_200; pictures//target//billboard.jpg	30	20	 UN_200	4100219	2667	7	22500	13	2580	next	miss	0
15434	253	Picture	0;222;blockend	0	222	blockend	4122719	0	7	167	13	0	next	other	0
15434	254	Picture	3; run3_end	3	 run3_end		4122886	0	7	75968	7	0	next	other	0
15434	254	Response	2				4129077	6192	1						
15434	254	Response	0				4191561	68675	1						
